Question,Segment Type,Segment Description,Answer,Count,Percentage
What is the most important trait when defining an influencer?,University,University of Central Florida,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Central Florida,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,University of Michigan,They're a leading voice in culture,6,0.353
What is the most important trait when defining an influencer?,University,University of Michigan,They're famous so people like to follow them,3,0.176
What is the most important trait when defining an influencer?,University,University of Michigan,They have a great body and frequently take pics of it,3,0.176
What is the most important trait when defining an influencer?,University,University of Michigan,They aren't on social media & focus on actual things to change the world,5,0.294
What is the most important trait when defining an influencer?,University,Miami University (Ohio),They're a leading voice in culture,1,0.5
What is the most important trait when defining an influencer?,University,Miami University (Ohio),They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Miami University (Ohio),They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Miami University (Ohio),They aren't on social media & focus on actual things to change the world,1,0.5
What is the most important trait when defining an influencer?,University,Kansas State University,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Kansas State University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Kansas State University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Kansas State University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,West Virginia University ,They're a leading voice in culture,1,0.5
What is the most important trait when defining an influencer?,University,West Virginia University ,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,West Virginia University ,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,West Virginia University ,They aren't on social media & focus on actual things to change the world,1,0.5
What is the most important trait when defining an influencer?,University,University of Florida,They're a leading voice in culture,2,0.5
What is the most important trait when defining an influencer?,University,University of Florida,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,University of Florida,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Florida,They aren't on social media & focus on actual things to change the world,2,0.5
What is the most important trait when defining an influencer?,University,Syracuse University,They're a leading voice in culture,2,1.0
What is the most important trait when defining an influencer?,University,Syracuse University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Syracuse University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Syracuse University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,UMass Dartmouth,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,UMass Dartmouth,They're famous so people like to follow them,1,1.0
What is the most important trait when defining an influencer?,University,UMass Dartmouth,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,UMass Dartmouth,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,University of Alabama,They're a leading voice in culture,3,0.75
What is the most important trait when defining an influencer?,University,University of Alabama,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,University of Alabama,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Alabama,They aren't on social media & focus on actual things to change the world,1,0.25
What is the most important trait when defining an influencer?,University,Oklahoma State University ,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Oklahoma State University ,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Oklahoma State University ,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Oklahoma State University ,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,Northwestern University,They're a leading voice in culture,32,0.561
What is the most important trait when defining an influencer?,University,Northwestern University,They're famous so people like to follow them,8,0.14
What is the most important trait when defining an influencer?,University,Northwestern University,They have a great body and frequently take pics of it,4,0.07
What is the most important trait when defining an influencer?,University,Northwestern University,They aren't on social media & focus on actual things to change the world,13,0.228
What is the most important trait when defining an influencer?,University,Case Western Reserve University,They're a leading voice in culture,1,0.5
What is the most important trait when defining an influencer?,University,Case Western Reserve University,They're famous so people like to follow them,1,0.5
What is the most important trait when defining an influencer?,University,Case Western Reserve University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Case Western Reserve University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Manhattan College,They're a leading voice in culture,4,0.4
What is the most important trait when defining an influencer?,University,Manhattan College,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Manhattan College,They have a great body and frequently take pics of it,2,0.2
What is the most important trait when defining an influencer?,University,Manhattan College,They aren't on social media & focus on actual things to change the world,4,0.4
What is the most important trait when defining an influencer?,University,University of Redlands,They're a leading voice in culture,1,0.5
What is the most important trait when defining an influencer?,University,University of Redlands,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,University of Redlands,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Redlands,They aren't on social media & focus on actual things to change the world,1,0.5
What is the most important trait when defining an influencer?,University,Union High School,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Union High School,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Union High School,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Union High School,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Indiana University,They're a leading voice in culture,17,0.5
What is the most important trait when defining an influencer?,University,Indiana University,They're famous so people like to follow them,7,0.206
What is the most important trait when defining an influencer?,University,Indiana University,They have a great body and frequently take pics of it,2,0.059
What is the most important trait when defining an influencer?,University,Indiana University,They aren't on social media & focus on actual things to change the world,8,0.235
What is the most important trait when defining an influencer?,University,University of Texas,They're a leading voice in culture,8,0.571
What is the most important trait when defining an influencer?,University,University of Texas,They're famous so people like to follow them,2,0.143
What is the most important trait when defining an influencer?,University,University of Texas,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Texas,They aren't on social media & focus on actual things to change the world,4,0.286
What is the most important trait when defining an influencer?,University,Kutztown University,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Kutztown University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Kutztown University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Kutztown University,They aren't on social media & focus on actual things to change the world,2,1.0
What is the most important trait when defining an influencer?,University,University of Illinois,They're a leading voice in culture,26,0.553
What is the most important trait when defining an influencer?,University,University of Illinois,They're famous so people like to follow them,7,0.149
What is the most important trait when defining an influencer?,University,University of Illinois,They have a great body and frequently take pics of it,4,0.085
What is the most important trait when defining an influencer?,University,University of Illinois,They aren't on social media & focus on actual things to change the world,10,0.213
What is the most important trait when defining an influencer?,University,Ohio State University,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Ohio State University,They're famous so people like to follow them,1,0.5
What is the most important trait when defining an influencer?,University,Ohio State University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Ohio State University,They aren't on social media & focus on actual things to change the world,1,0.5
What is the most important trait when defining an influencer?,University,Truman State University,They're a leading voice in culture,13,0.371
What is the most important trait when defining an influencer?,University,Truman State University,They're famous so people like to follow them,5,0.143
What is the most important trait when defining an influencer?,University,Truman State University,They have a great body and frequently take pics of it,5,0.143
What is the most important trait when defining an influencer?,University,Truman State University,They aren't on social media & focus on actual things to change the world,12,0.343
What is the most important trait when defining an influencer?,University,College of William and Mary,They're a leading voice in culture,31,0.484
What is the most important trait when defining an influencer?,University,College of William and Mary,They're famous so people like to follow them,7,0.109
What is the most important trait when defining an influencer?,University,College of William and Mary,They have a great body and frequently take pics of it,10,0.156
What is the most important trait when defining an influencer?,University,College of William and Mary,They aren't on social media & focus on actual things to change the world,16,0.25
What is the most important trait when defining an influencer?,University,University of Virginia,They're a leading voice in culture,105,0.538
What is the most important trait when defining an influencer?,University,University of Virginia,They're famous so people like to follow them,25,0.128
What is the most important trait when defining an influencer?,University,University of Virginia,They have a great body and frequently take pics of it,21,0.108
What is the most important trait when defining an influencer?,University,University of Virginia,They aren't on social media & focus on actual things to change the world,44,0.226
What is the most important trait when defining an influencer?,University,University of Dayton,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,University of Dayton,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,University of Dayton,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Dayton,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,Brock University,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Brock University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Brock University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Brock University,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,The Juilliard School,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,The Juilliard School,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,The Juilliard School,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,The Juilliard School,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,University of Mount Union,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,University of Mount Union,They're famous so people like to follow them,1,1.0
What is the most important trait when defining an influencer?,University,University of Mount Union,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Mount Union,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,University of Houston ,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,University of Houston ,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,University of Houston ,They have a great body and frequently take pics of it,1,1.0
What is the most important trait when defining an influencer?,University,University of Houston ,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Cornell University,They're a leading voice in culture,43,0.581
What is the most important trait when defining an influencer?,University,Cornell University,They're famous so people like to follow them,12,0.162
What is the most important trait when defining an influencer?,University,Cornell University,They have a great body and frequently take pics of it,9,0.122
What is the most important trait when defining an influencer?,University,Cornell University,They aren't on social media & focus on actual things to change the world,10,0.135
What is the most important trait when defining an influencer?,University,Texas Christian University,They're a leading voice in culture,8,0.667
What is the most important trait when defining an influencer?,University,Texas Christian University,They're famous so people like to follow them,1,0.083
What is the most important trait when defining an influencer?,University,Texas Christian University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Texas Christian University,They aren't on social media & focus on actual things to change the world,3,0.25
What is the most important trait when defining an influencer?,University,United States Naval Academy,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,United States Naval Academy,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,United States Naval Academy,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,United States Naval Academy,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,Kalamazoo College,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Kalamazoo College,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Kalamazoo College,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Kalamazoo College,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,University of Richmond,They're a leading voice in culture,1,0.5
What is the most important trait when defining an influencer?,University,University of Richmond,They're famous so people like to follow them,1,0.5
What is the most important trait when defining an influencer?,University,University of Richmond,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Richmond,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Colby College,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Colby College,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Colby College,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Colby College,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Fitchburg State University,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Fitchburg State University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Fitchburg State University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Fitchburg State University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Rutgers University,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Rutgers University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Rutgers University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Rutgers University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Medford High School,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Medford High School,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Medford High School,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Medford High School,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,University of Leicester,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,University of Leicester,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,University of Leicester,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Leicester,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,Otterbein University,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Otterbein University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Otterbein University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Otterbein University,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,Shippensburg University,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Shippensburg University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Shippensburg University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Shippensburg University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Stanford University,They're a leading voice in culture,4,0.571
What is the most important trait when defining an influencer?,University,Stanford University,They're famous so people like to follow them,1,0.143
What is the most important trait when defining an influencer?,University,Stanford University,They have a great body and frequently take pics of it,1,0.143
What is the most important trait when defining an influencer?,University,Stanford University,They aren't on social media & focus on actual things to change the world,1,0.143
What is the most important trait when defining an influencer?,University,Hofstra University,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Hofstra University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Hofstra University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Hofstra University,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,University of Tennessee,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,University of Tennessee,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,University of Tennessee,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Tennessee,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,UMass Amherst,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,UMass Amherst,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,UMass Amherst,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,UMass Amherst,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,United States Air Force Academy,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,United States Air Force Academy,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,United States Air Force Academy,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,United States Air Force Academy,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,"University of North Carolina, Wilmington",They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,"University of North Carolina, Wilmington",They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,"University of North Carolina, Wilmington",They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,"University of North Carolina, Wilmington",They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,Southern Methodist University,They're a leading voice in culture,3,0.6
What is the most important trait when defining an influencer?,University,Southern Methodist University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Southern Methodist University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Southern Methodist University,They aren't on social media & focus on actual things to change the world,2,0.4
What is the most important trait when defining an influencer?,University,Cameron University,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Cameron University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Cameron University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Cameron University,They aren't on social media & focus on actual things to change the world,1,1.0
What is the most important trait when defining an influencer?,University,University of New Hampshire,They're a leading voice in culture,2,0.5
What is the most important trait when defining an influencer?,University,University of New Hampshire,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,University of New Hampshire,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of New Hampshire,They aren't on social media & focus on actual things to change the world,2,0.5
What is the most important trait when defining an influencer?,University,University of Arizona,They're a leading voice in culture,8,0.421
What is the most important trait when defining an influencer?,University,University of Arizona,They're famous so people like to follow them,2,0.105
What is the most important trait when defining an influencer?,University,University of Arizona,They have a great body and frequently take pics of it,5,0.263
What is the most important trait when defining an influencer?,University,University of Arizona,They aren't on social media & focus on actual things to change the world,4,0.211
What is the most important trait when defining an influencer?,University,St. John's High School,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,St. John's High School,They're famous so people like to follow them,1,1.0
What is the most important trait when defining an influencer?,University,St. John's High School,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,St. John's High School,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Mississippi State University,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Mississippi State University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Mississippi State University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Mississippi State University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Washington State University,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Washington State University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Washington State University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Washington State University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Iowa State University,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Iowa State University,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Iowa State University,They have a great body and frequently take pics of it,1,1.0
What is the most important trait when defining an influencer?,University,Iowa State University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,The College of New Jersey,They're a leading voice in culture,1,0.5
What is the most important trait when defining an influencer?,University,The College of New Jersey,They're famous so people like to follow them,1,0.5
What is the most important trait when defining an influencer?,University,The College of New Jersey,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,The College of New Jersey,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,University of Central Missouri,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,University of Central Missouri,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,University of Central Missouri,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,University of Central Missouri,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Northwestern State University,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,Northwestern State University,They're famous so people like to follow them,1,1.0
What is the most important trait when defining an influencer?,University,Northwestern State University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Northwestern State University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Cypress Creek High School,They're a leading voice in culture,1,1.0
What is the most important trait when defining an influencer?,University,Cypress Creek High School,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,University,Cypress Creek High School,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,Cypress Creek High School,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,University,Emory University,They're a leading voice in culture,12,0.571
What is the most important trait when defining an influencer?,University,Emory University,They're famous so people like to follow them,3,0.143
What is the most important trait when defining an influencer?,University,Emory University,They have a great body and frequently take pics of it,2,0.095
What is the most important trait when defining an influencer?,University,Emory University,They aren't on social media & focus on actual things to change the world,4,0.19
What is the most important trait when defining an influencer?,University,St. Bonaventure University,They're a leading voice in culture,0,0.0
What is the most important trait when defining an influencer?,University,St. Bonaventure University,They're famous so people like to follow them,1,1.0
What is the most important trait when defining an influencer?,University,St. Bonaventure University,They have a great body and frequently take pics of it,0,0.0
What is the most important trait when defining an influencer?,University,St. Bonaventure University,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,Custom,Graduation Year 2020,They're a leading voice in culture,134,0.525
What is the most important trait when defining an influencer?,Custom,Graduation Year 2020,They're famous so people like to follow them,32,0.125
What is the most important trait when defining an influencer?,Custom,Graduation Year 2020,They have a great body and frequently take pics of it,23,0.09
What is the most important trait when defining an influencer?,Custom,Graduation Year 2020,They aren't on social media & focus on actual things to change the world,66,0.259
What is the most important trait when defining an influencer?,Custom,your parents make? Upper class (> $240K),They're a leading voice in culture,103,0.502
What is the most important trait when defining an influencer?,Custom,your parents make? Upper class (> $240K),They're famous so people like to follow them,33,0.161
What is the most important trait when defining an influencer?,Custom,your parents make? Upper class (> $240K),They have a great body and frequently take pics of it,12,0.059
What is the most important trait when defining an influencer?,Custom,your parents make? Upper class (> $240K),They aren't on social media & focus on actual things to change the world,57,0.278
What is the most important trait when defining an influencer?,Custom,Are you? Jewish,They're a leading voice in culture,82,0.569
What is the most important trait when defining an influencer?,Custom,Are you? Jewish,They're famous so people like to follow them,24,0.167
What is the most important trait when defining an influencer?,Custom,Are you? Jewish,They have a great body and frequently take pics of it,12,0.083
What is the most important trait when defining an influencer?,Custom,Are you? Jewish,They aren't on social media & focus on actual things to change the world,26,0.181
What is the most important trait when defining an influencer?,Custom,Are you? Christian,They're a leading voice in culture,308,0.512
What is the most important trait when defining an influencer?,Custom,Are you? Christian,They're famous so people like to follow them,78,0.13
What is the most important trait when defining an influencer?,Custom,Are you? Christian,They have a great body and frequently take pics of it,62,0.103
What is the most important trait when defining an influencer?,Custom,Are you? Christian,They aren't on social media & focus on actual things to change the world,153,0.255
What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Tall",They're a leading voice in culture,119,0.583
What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Tall",They're famous so people like to follow them,18,0.088
What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Tall",They have a great body and frequently take pics of it,13,0.064
What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Tall",They aren't on social media & focus on actual things to change the world,54,0.265
What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",They're a leading voice in culture,244,0.548
What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",They're famous so people like to follow them,58,0.13
What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",They have a great body and frequently take pics of it,21,0.047
What is the most important trait when defining an influencer?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",They aren't on social media & focus on actual things to change the world,122,0.274
What is the most important trait when defining an influencer?,Custom,you voting for? Gary Johnson,They're a leading voice in culture,92,0.495
What is the most important trait when defining an influencer?,Custom,you voting for? Gary Johnson,They're famous so people like to follow them,28,0.151
What is the most important trait when defining an influencer?,Custom,you voting for? Gary Johnson,They have a great body and frequently take pics of it,16,0.086
What is the most important trait when defining an influencer?,Custom,you voting for? Gary Johnson,They aren't on social media & focus on actual things to change the world,50,0.269
What is the most important trait when defining an influencer?,Custom,What's your major? Other,They're a leading voice in culture,116,0.502
What is the most important trait when defining an influencer?,Custom,What's your major? Other,They're famous so people like to follow them,26,0.113
What is the most important trait when defining an influencer?,Custom,What's your major? Other,They have a great body and frequently take pics of it,19,0.082
What is the most important trait when defining an influencer?,Custom,What's your major? Other,They aren't on social media & focus on actual things to change the world,70,0.303
What is the most important trait when defining an influencer?,Custom,What's your major? Languages,They're a leading voice in culture,10,0.625
What is the most important trait when defining an influencer?,Custom,What's your major? Languages,They're famous so people like to follow them,2,0.125
What is the most important trait when defining an influencer?,Custom,What's your major? Languages,They have a great body and frequently take pics of it,2,0.125
What is the most important trait when defining an influencer?,Custom,What's your major? Languages,They aren't on social media & focus on actual things to change the world,2,0.125
What is the most important trait when defining an influencer?,Custom,What's your major? Visual/performing arts,They're a leading voice in culture,8,0.889
What is the most important trait when defining an influencer?,Custom,What's your major? Visual/performing arts,They're famous so people like to follow them,0,0.0
What is the most important trait when defining an influencer?,Custom,What's your major? Visual/performing arts,They have a great body and frequently take pics of it,1,0.111
What is the most important trait when defining an influencer?,Custom,What's your major? Visual/performing arts,They aren't on social media & focus on actual things to change the world,0,0.0
What is the most important trait when defining an influencer?,Custom,What's your major? History,They're a leading voice in culture,10,0.476
What is the most important trait when defining an influencer?,Custom,What's your major? History,They're famous so people like to follow them,5,0.238
What is the most important trait when defining an influencer?,Custom,What's your major? History,They have a great body and frequently take pics of it,2,0.095
What is the most important trait when defining an influencer?,Custom,What's your major? History,They aren't on social media & focus on actual things to change the world,4,0.19
What is the most important trait when defining an influencer?,Custom,clubs / organizations? A major one,They're a leading voice in culture,61,0.592
What is the most important trait when defining an influencer?,Custom,clubs / organizations? A major one,They're famous so people like to follow them,4,0.039
What is the most important trait when defining an influencer?,Custom,clubs / organizations? A major one,They have a great body and frequently take pics of it,12,0.117
What is the most important trait when defining an influencer?,Custom,clubs / organizations? A major one,They aren't on social media & focus on actual things to change the world,26,0.252
What is the most important trait when defining an influencer?,Custom,What's your leaning? Conservative 🐘,They're a leading voice in culture,220,0.508
What is the most important trait when defining an influencer?,Custom,What's your leaning? Conservative 🐘,They're famous so people like to follow them,56,0.129
